_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
epoch 72, minibatch 100/100, validation error 9.900000 %
epoch 73, minibatch 100/100, validation error 10.000000 %
Optimization complete with best validation score of 9.700000 %, obtained at iteration 3700, with test performance 11.900000 %
The fine tuning code for file dbn_loop.pyc ran for 0.41m


==========Sample Size: (2000, 1000, 1000) ===========

... building the model
... getting the pretraining functions
... pre-training the model
Pre-training layer 0, epoch 0, cost -159.939585152
Pre-training layer 0, epoch 0, representative training free energy -589.647486298
Pre-training layer 0, epoch 0, validation free energy -589.102871307
Pre-training layer 0, epoch 1, cost -122.070827599
Pre-training layer 0, epoch 2, cost -112.475079346
Pre-training layer 0, epoch 3, cost -107.316098633
Pre-training layer 0, epoch 4, cost -103.288212509
Pre-training layer 0, epoch 5, cost -100.185480461
Pre-training layer 0, epoch 5, representative training free energy -532.485099609
Pre-training layer 0, epoch 5, validation free energy -526.054832367
Pre-training layer 0, epoch 6, cost -97.6743708038
Pre-training layer 0, epoch 7, cost -95.8238791275
Pre-training layer 0, epoch 8, cost -94.2874497604
Pre-training layer 0, epoch 9, cost -92.7606879425
Pre-training layer 0, epoch 10, cost -91.6205018616
Pre-training layer 0, epoch 10, representative training free energy -514.140265564
Pre-training layer 0, epoch 10, validation free energy -506.696246429
Pre-training layer 0, epoch 11, cost -90.5572958374
Pre-training layer 0, epoch 12, cost -89.4826181793
Pre-training layer 0, epoch 13, cost -88.6229102707
Pre-training layer 0, epoch 14, cost -87.9623794937
Pre-training layer 0, epoch 15, cost -87.4180169678
Pre-training layer 0, epoch 15, representative training free energy -495.997779083
Pre-training layer 0, epoch 15, validation free energy -488.580567078
Pre-training layer 0, epoch 16, cost -86.5651359558
Pre-training layer 0, epoch 17, cost -86.1785430908
Pre-training layer 0, epoch 18, cost -85.3975084686
Pre-training layer 0, epoch 19, cost -84.911698761
Pre-training layer 0, epoch 20, cost -84.48707798
Pre-training layer 0, epoch 20, representative training free energy -486.082735779
Pre-training layer 0, epoch 20, validation free energy -478.070986847
Pre-training layer 0, epoch 21, cost -83.9585681534
Pre-training layer 0, epoch 22, cost -83.616518631
Pre-training layer 0, epoch 23, cost -83.3099022102
Pre-training layer 0, epoch 24, cost -82.9070791245
Pre-training layer 0, epoch 25, cost -82.3737966919
Pre-training layer 0, epoch 25, representative training free energy -482.45443399
Pre-training layer 0, epoch 25, validation free energy -473.082775482
Pre-training layer 0, epoch 26, cost -82.1966484833
Pre-training layer 0, epoch 27, cost -82.0626682663
Pre-training layer 0, epoch 28, cost -81.549446106
Pre-training layer 0, epoch 29, cost -81.139699688
Pre-training layer 0, epoch 30, cost -81.0981249619
Pre-training layer 0, epoch 30, representative training free energy -478.11051712
Pre-training layer 0, epoch 30, validation free energy -468.469918579
Pre-training layer 0, epoch 31, cost -80.7544026184
Pre-training layer 0, epoch 32, cost -80.4987696838
Pre-training layer 0, epoch 33, cost -80.2553292274
Pre-training layer 0, epoch 34, cost -79.7227890015
Pre-training layer 0, epoch 35, cost -79.7865787315
Pre-training layer 0, epoch 35, representative training free energy -473.178259155
Pre-training layer 0, epoch 35, validation free energy -463.176516998
Pre-training layer 0, epoch 36, cost -79.5154872704
Pre-training layer 0, epoch 37, cost -79.4407801056
Pre-training layer 0, epoch 38, cost -79.1079116631
Pre-training layer 0, epoch 39, cost -79.026595192
Pre-training layer 0, epoch 40, cost -78.8205283165
Pre-training layer 0, epoch 40, representative training free energy -468.596799042
Pre-training layer 0, epoch 40, validation free energy -458.600401398
Pre-training layer 0, epoch 41, cost -78.4859448242
Pre-training layer 0, epoch 42, cost -78.3359305573
Pre-training layer 0, epoch 43, cost -78.3760369492
Pre-training layer 0, epoch 44, cost -78.0675924492
Pre-training layer 0, epoch 45, cost -77.8765406036
Pre-training layer 0, epoch 45, representative training free energy -466.397860779
Pre-training layer 0, epoch 45, validation free energy -455.480218018
Pre-training layer 0, epoch 46, cost -77.7299797249
Pre-training layer 0, epoch 47, cost -77.6608837509
Pre-training layer 0, epoch 48, cost -77.5934373856
Pre-training layer 0, epoch 49, cost -77.1985302162
Pre-training layer 0, epoch 50, cost -77.0761344147
Pre-training layer 0, epoch 50, representative training free energy -462.31448587
Pre-training layer 0, epoch 50, validation free energy -451.384842072
Pre-training layer 0, epoch 51, cost -76.9725442696
Pre-training layer 0, epoch 52, cost -76.8867847824
Pre-training layer 0, epoch 53, cost -76.8279016685
Pre-training layer 0, epoch 54, cost -76.5175390053
Pre-training layer 0, epoch 55, cost -76.5607941246
Pre-training layer 0, epoch 55, representative training free energy -462.764952972
Pre-training layer 0, epoch 55, validation free energy -451.12405484
Pre-training layer 0, epoch 56, cost -76.3685004425
Pre-training layer 0, epoch 57, cost -76.3011644745
Pre-training layer 0, epoch 58, cost -76.1385520744
Pre-training layer 0, epoch 59, cost -75.9223860931
Pre-training layer 0, epoch 60, cost -76.0112701035
Pre-training layer 0, epoch 60, representative training free energy -462.367845154
Pre-training layer 0, epoch 60, validation free energy -451.175759003
Pre-training layer 0, epoch 61, cost -75.6689241791
Pre-training layer 0, epoch 62, cost -75.6834212303
Pre-training layer 0, epoch 63, cost -75.5039198685
Pre-training layer 0, epoch 64, cost -75.4872148705
Pre-training layer 0, epoch 65, cost -75.3264328384
Pre-training layer 0, epoch 65, representative training free energy -460.820350983
Pre-training layer 0, epoch 65, validation free energy -449.143300385
Pre-training layer 0, epoch 66, cost -75.2621207428
Pre-training layer 0, epoch 67, cost -75.1030101967
Pre-training layer 0, epoch 68, cost -74.9999950409
Pre-training layer 0, epoch 69, cost -75.0186999321
Pre-training layer 0, epoch 70, cost -74.9030105591
Pre-training layer 0, epoch 70, representative training free energy -459.527954498
Pre-training layer 0, epoch 70, validation free energy -447.399472229
Pre-training layer 0, epoch 71, cost -74.7751302719
Pre-training layer 0, epoch 72, cost -74.68835289
Pre-training layer 0, epoch 73, cost -74.574723568
Pre-training layer 0, epoch 74, cost -74.4349111176
Pre-training layer 0, epoch 75, cost -74.5456473541
Pre-training layer 0, epoch 75, representative training free energy -458.340588104
Pre-training layer 0, epoch 75, validation free energy -445.409975769
Pre-training layer 0, epoch 76, cost -74.3852217674
Pre-training layer 0, epoch 77, cost -74.2852938843
Pre-training layer 0, epoch 78, cost -74.1326665115
Pre-training layer 0, epoch 79, cost -74.3349847984
Pre-training layer 0, epoch 80, cost -74.0340763855
Pre-training layer 0, epoch 80, representative training free energy -454.730903656
Pre-training layer 0, epoch 80, validation free energy -442.90619278
Pre-training layer 0, epoch 81, cost -73.7142093086
Pre-training layer 0, epoch 82, cost -73.9009312248
Pre-training layer 0, epoch 83, cost -73.8416615486
Pre-training layer 0, epoch 84, cost -73.8518668365
Pre-training layer 0, epoch 85, cost -73.6031033897
Pre-training layer 0, epoch 85, representative training free energy -457.793639587
Pre-training layer 0, epoch 85, validation free energy -445.027712585
Pre-training layer 0, epoch 86, cost -73.5236235619
Pre-training layer 0, epoch 87, cost -73.5652988625
Pre-training layer 0, epoch 88, cost -73.6220030594
Pre-training layer 0, epoch 89, cost -73.4620328903
Pre-training layer 0, epoch 90, cost -73.3931546783
Pre-training layer 0, epoch 90, representative training free energy -457.559542023
Pre-training layer 0, epoch 90, validation free energy -445.165914948
Pre-training layer 0, epoch 91, cost -73.3570603752
Pre-training layer 0, epoch 92, cost -73.2322289848
Pre-training layer 0, epoch 93, cost -73.0665135956
Pre-training layer 0, epoch 94, cost -73.0017674828
Pre-training layer 0, epoch 95, cost -73.047059021
Pre-training layer 0, epoch 95, representative training free energy -455.388272095
Pre-training layer 0, epoch 95, validation free energy -442.144912567
Pre-training layer 0, epoch 96, cost -73.1934213638
Pre-training layer 0, epoch 97, cost -73.0157726479
Pre-training layer 0, epoch 98, cost -72.7209761429
Pre-training layer 0, epoch 99, cost -72.9778497887
Pre-training layer 1, epoch 0, cost -376.526734543
Pre-training layer 1, epoch 0, representative training free energy -42621.427666
Pre-training layer 1, epoch 0, validation free energy -42201.4018711
Pre-training layer 1, epoch 1, cost -323.242960968
Pre-training layer 1, epoch 2, cost -307.167305145
Pre-training layer 1, epoch 3, cost -297.367794495
Pre-training layer 1, epoch 4, cost -290.699959564
Pre-training layer 1, epoch 5, cost -285.424932404
Pre-training layer 1, epoch 5, representative training free energy -58309.113498
Pre-training layer 1, epoch 5, validation free energy -57689.3765879
Pre-training layer 1, epoch 6, cost -281.179176559
Pre-training layer 1, epoch 7, cost -278.000469818
Pre-training layer 1, epoch 8, cost -275.271317673
Pre-training layer 1, epoch 9, cost -273.094408188
Pre-training layer 1, epoch 10, cost -270.700839615
Pre-training layer 1, epoch 10, representative training free energy -63133.618291
Pre-training layer 1, epoch 10, validation free energy -62467.2206777
Pre-training layer 1, epoch 11, cost -268.972184143
Pre-training layer 1, epoch 12, cost -267.270836868
Pre-training layer 1, epoch 13, cost -265.849355698
Pre-training layer 1, epoch 14, cost -264.568549576
Pre-training layer 1, epoch 15, cost -263.478745117
Pre-training layer 1, epoch 15, representative training free energy -65993.8266309
Pre-training layer 1, epoch 15, validation free energy -65295.105791
Pre-training layer 1, epoch 16, cost -262.347157364
Pre-training layer 1, epoch 17, cost -261.556310349
Pre-training layer 1, epoch 18, cost -260.581494751
Pre-training layer 1, epoch 19, cost -259.863470459
Pre-training layer 1, epoch 20, cost -259.016243362
Pre-training layer 1, epoch 20, representative training free energy -67921.280002
Pre-training layer 1, epoch 20, validation free energy -67203.9543809
Pre-training layer 1, epoch 21, cost -258.282651367
Pre-training layer 1, epoch 22, cost -257.601277618
Pre-training layer 1, epoch 23, cost -257.02270546
Pre-training layer 1, epoch 24, cost -256.361158752
Pre-training layer 1, epoch 25, cost -256.049178391
Pre-training layer 1, epoch 25, representative training free energy -69448.7974805
Pre-training layer 1, epoch 25, validation free energy -68722.2293574
Pre-training layer 1, epoch 26, cost -255.5540522
Pre-training layer 1, epoch 27, cost -255.094149399
Pre-training layer 1, epoch 28, cost -254.538549652
Pre-training layer 1, epoch 29, cost -254.107649002
Pre-training layer 1, epoch 30, cost -253.663881836
Pre-training layer 1, epoch 30, representative training free energy -70729.4374238
Pre-training layer 1, epoch 30, validation free energy -69990.7373125
Pre-training layer 1, epoch 31, cost -253.532886276
Pre-training layer 1, epoch 32, cost -253.003375473
Pre-training layer 1, epoch 33, cost -252.685556259
Pre-training layer 1, epoch 34, cost -252.250734253
Pre-training layer 1, epoch 35, cost -252.001087418
Pre-training layer 1, epoch 35, representative training free energy -71664.007623
Pre-training layer 1, epoch 35, validation free energy -70920.1458555
Pre-training layer 1, epoch 36, cost -251.770264893
Pre-training layer 1, epoch 37, cost -251.505538635
Pre-training layer 1, epoch 38, cost -251.196293564
Pre-training layer 1, epoch 39, cost -250.910585861
Pre-training layer 1, epoch 40, cost -250.685299072
Pre-training layer 1, epoch 40, representative training free energy -72576.7149336
Pre-training layer 1, epoch 40, validation free energy -71822.8349766
Pre-training layer 1, epoch 41, cost -250.390697479
Pre-training layer 1, epoch 42, cost -250.235649414
Pre-training layer 1, epoch 43, cost -250.045366287
Pre-training layer 1, epoch 44, cost -249.777498398
Pre-training layer 1, epoch 45, cost -249.560570602
Pre-training layer 1, epoch 45, representative training free energy -73372.3140332
Pre-training layer 1, epoch 45, validation free energy -72599.2394023
Pre-training layer 1, epoch 46, cost -249.264121017
Pre-training layer 1, epoch 47, cost -249.101546707
Pre-training layer 1, epoch 48, cost -248.829213562
Pre-training layer 1, epoch 49, cost -248.726716461
Pre-training layer 1, epoch 50, cost -248.479348068
Pre-training layer 1, epoch 50, representative training free energy -74105.685457
Pre-training layer 1, epoch 50, validation free energy -73328.1616289
Pre-training layer 1, epoch 51, cost -248.34569809
Pre-training layer 1, epoch 52, cost -248.241625671
Pre-training layer 1, epoch 53, cost -248.04270401
Pre-training layer 1, epoch 54, cost -248.14371254
Pre-training layer 1, epoch 55, cost -247.672726593
Pre-training layer 1, epoch 55, representative training free energy -74749.2050781
Pre-training layer 1, epoch 55, validation free energy -73959.429957
Pre-training layer 1, epoch 56, cost -247.621813812
Pre-training layer 1, epoch 57, cost -247.445132523
Pre-training layer 1, epoch 58, cost -247.285029984
Pre-training layer 1, epoch 59, cost -247.147946472
Pre-training layer 1, epoch 60, cost -247.056009369
Pre-training layer 1, epoch 60, representative training free energy -75345.4877949
Pre-training layer 1, epoch 60, validation free energy -74556.4191211
Pre-training layer 1, epoch 61, cost -246.944999695
Pre-training layer 1, epoch 62, cost -246.793086243
Pre-training layer 1, epoch 63, cost -246.575148544
