_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
epoch 81, minibatch 100/100, validation error 10.000000 %
epoch 82, minibatch 100/100, validation error 10.000000 %
epoch 83, minibatch 100/100, validation error 10.000000 %
epoch 84, minibatch 100/100, validation error 10.000000 %
epoch 85, minibatch 100/100, validation error 10.000000 %
epoch 86, minibatch 100/100, validation error 10.000000 %
epoch 87, minibatch 100/100, validation error 10.000000 %
epoch 88, minibatch 100/100, validation error 10.000000 %
epoch 89, minibatch 100/100, validation error 10.000000 %
epoch 90, minibatch 100/100, validation error 10.000000 %
epoch 91, minibatch 100/100, validation error 10.000000 %
epoch 92, minibatch 100/100, validation error 10.000000 %
epoch 93, minibatch 100/100, validation error 10.000000 %
epoch 94, minibatch 100/100, validation error 10.000000 %
epoch 95, minibatch 100/100, validation error 10.000000 %
Optimization complete with best validation score of 10.000000 %, obtained at iteration 4800, with test performance 10.200000 %
The fine tuning code for file dbn_loop.pyc ran for 0.51m


==========Sample Size: (2000, 1000, 1000) ===========

... building the model
... getting the pretraining functions
... pre-training the model
Pre-training layer 0, epoch 0, cost -140.29725914
Pre-training layer 0, epoch 0, representative training free energy -261.272087715
Pre-training layer 0, epoch 0, validation free energy -255.348308067
Pre-training layer 0, epoch 1, cost -106.303382187
Pre-training layer 0, epoch 2, cost -98.1608607101
Pre-training layer 0, epoch 3, cost -93.4447256851
Pre-training layer 0, epoch 4, cost -90.5158200073
Pre-training layer 0, epoch 5, cost -88.1432074738
Pre-training layer 0, epoch 5, representative training free energy -275.036130493
Pre-training layer 0, epoch 5, validation free energy -262.749351273
Pre-training layer 0, epoch 6, cost -86.2130992889
Pre-training layer 0, epoch 7, cost -85.0108508682
Pre-training layer 0, epoch 8, cost -83.5663312149
Pre-training layer 0, epoch 9, cost -82.6447784805
Pre-training layer 0, epoch 10, cost -81.7063143539
Pre-training layer 0, epoch 10, representative training free energy -278.210007065
Pre-training layer 0, epoch 10, validation free energy -262.906819321
Pre-training layer 0, epoch 11, cost -81.0003882027
Pre-training layer 0, epoch 12, cost -80.2482447052
Pre-training layer 0, epoch 13, cost -79.4877999306
Pre-training layer 0, epoch 14, cost -78.9389107513
Pre-training layer 0, epoch 15, cost -78.299037838
Pre-training layer 0, epoch 15, representative training free energy -284.849196075
Pre-training layer 0, epoch 15, validation free energy -268.010158752
Pre-training layer 0, epoch 16, cost -77.8955834198
Pre-training layer 0, epoch 17, cost -77.3805810547
Pre-training layer 0, epoch 18, cost -77.0727451515
Pre-training layer 0, epoch 19, cost -76.6031708527
Pre-training layer 0, epoch 20, cost -76.1537913322
Pre-training layer 0, epoch 20, representative training free energy -280.324663666
Pre-training layer 0, epoch 20, validation free energy -261.425928314
Pre-training layer 0, epoch 21, cost -76.0110818672
Pre-training layer 0, epoch 22, cost -75.5153702736
Pre-training layer 0, epoch 23, cost -75.1334931755
Pre-training layer 0, epoch 24, cost -74.9090761948
Pre-training layer 0, epoch 25, cost -74.6847714424
Pre-training layer 0, epoch 25, representative training free energy -283.352033905
Pre-training layer 0, epoch 25, validation free energy -264.703865402
Pre-training layer 0, epoch 26, cost -74.3740302277
Pre-training layer 0, epoch 27, cost -74.2385363579
Pre-training layer 0, epoch 28, cost -73.7902372742
Pre-training layer 0, epoch 29, cost -73.6363330269
Pre-training layer 0, epoch 30, cost -73.3906903839
Pre-training layer 0, epoch 30, representative training free energy -283.772806717
Pre-training layer 0, epoch 30, validation free energy -264.472617172
Pre-training layer 0, epoch 31, cost -73.2916262054
Pre-training layer 0, epoch 32, cost -73.0093118477
Pre-training layer 0, epoch 33, cost -72.8511266327
Pre-training layer 0, epoch 34, cost -72.7350926781
Pre-training layer 0, epoch 35, cost -72.6307384491
Pre-training layer 0, epoch 35, representative training free energy -276.621218399
Pre-training layer 0, epoch 35, validation free energy -255.666226898
Pre-training layer 0, epoch 36, cost -72.2836236382
Pre-training layer 0, epoch 37, cost -72.2746613121
Pre-training layer 0, epoch 38, cost -71.876329689
Pre-training layer 0, epoch 39, cost -71.9013180161
Pre-training layer 0, epoch 40, cost -71.4801629448
Pre-training layer 0, epoch 40, representative training free energy -285.620285187
Pre-training layer 0, epoch 40, validation free energy -262.786075699
Pre-training layer 0, epoch 41, cost -71.3405364609
Pre-training layer 0, epoch 42, cost -71.3485450935
Pre-training layer 0, epoch 43, cost -71.1613585091
Pre-training layer 0, epoch 44, cost -71.2604538536
Pre-training layer 0, epoch 45, cost -70.9604669762
Pre-training layer 0, epoch 45, representative training free energy -277.133988495
Pre-training layer 0, epoch 45, validation free energy -254.444466187
Pre-training layer 0, epoch 46, cost -70.7623368073
Pre-training layer 0, epoch 47, cost -70.812496891
Pre-training layer 0, epoch 48, cost -70.6537321663
Pre-training layer 0, epoch 49, cost -70.567407608
Pre-training layer 0, epoch 50, cost -70.3542670441
Pre-training layer 0, epoch 50, representative training free energy -276.131947342
Pre-training layer 0, epoch 50, validation free energy -251.290253326
Pre-training layer 0, epoch 51, cost -70.3843940735
Pre-training layer 0, epoch 52, cost -70.0494923782
Pre-training layer 0, epoch 53, cost -70.0585657883
Pre-training layer 0, epoch 54, cost -70.0456641769
Pre-training layer 0, epoch 55, cost -69.9069492912
Pre-training layer 0, epoch 55, representative training free energy -271.247625229
Pre-training layer 0, epoch 55, validation free energy -248.679081146
Pre-training layer 0, epoch 56, cost -69.5892720222
Pre-training layer 0, epoch 57, cost -69.6420580673
Pre-training layer 0, epoch 58, cost -69.4311180115
Pre-training layer 0, epoch 59, cost -69.3924492264
Pre-training layer 0, epoch 60, cost -69.3008600426
Pre-training layer 0, epoch 60, representative training free energy -279.802092468
Pre-training layer 0, epoch 60, validation free energy -254.01017794
Pre-training layer 0, epoch 61, cost -69.3010544395
Pre-training layer 0, epoch 62, cost -69.2041441917
Pre-training layer 0, epoch 63, cost -69.1394570541
Pre-training layer 0, epoch 64, cost -68.8418995476
Pre-training layer 0, epoch 65, cost -68.8115302277
Pre-training layer 0, epoch 65, representative training free energy -275.120728394
Pre-training layer 0, epoch 65, validation free energy -250.009248848
Pre-training layer 0, epoch 66, cost -68.8940911102
Pre-training layer 0, epoch 67, cost -68.6882453346
Pre-training layer 0, epoch 68, cost -68.6960373116
Pre-training layer 0, epoch 69, cost -68.5866989899
Pre-training layer 0, epoch 70, cost -68.4308790398
Pre-training layer 0, epoch 70, representative training free energy -275.34005101
Pre-training layer 0, epoch 70, validation free energy -249.785488708
Pre-training layer 0, epoch 71, cost -68.519611721
Pre-training layer 0, epoch 72, cost -68.4329487419
Pre-training layer 0, epoch 73, cost -68.314680233
Pre-training layer 0, epoch 74, cost -68.1567407608
Pre-training layer 0, epoch 75, cost -68.1859850883
Pre-training layer 0, epoch 75, representative training free energy -269.185179443
Pre-training layer 0, epoch 75, validation free energy -243.386444511
Pre-training layer 0, epoch 76, cost -68.0792115784
Pre-training layer 0, epoch 77, cost -68.1109038544
Pre-training layer 0, epoch 78, cost -67.9999952507
Pre-training layer 0, epoch 79, cost -67.7621762085
Pre-training layer 0, epoch 80, cost -67.6527350998
Pre-training layer 0, epoch 80, representative training free energy -267.847182175
Pre-training layer 0, epoch 80, validation free energy -242.310325195
Pre-training layer 0, epoch 81, cost -67.7588588905
Pre-training layer 0, epoch 82, cost -67.6395375824
Pre-training layer 0, epoch 83, cost -67.7006193352
Pre-training layer 0, epoch 84, cost -67.4602531242
Pre-training layer 0, epoch 85, cost -67.5053691292
Pre-training layer 0, epoch 85, representative training free energy -266.677034714
Pre-training layer 0, epoch 85, validation free energy -239.239110756
Pre-training layer 0, epoch 86, cost -67.4897365761
Pre-training layer 0, epoch 87, cost -67.4773875618
Pre-training layer 0, epoch 88, cost -67.4892954063
Pre-training layer 0, epoch 89, cost -67.4011496544
Pre-training layer 0, epoch 90, cost -67.1233180618
Pre-training layer 0, epoch 90, representative training free energy -270.087429565
Pre-training layer 0, epoch 90, validation free energy -241.856158066
Pre-training layer 0, epoch 91, cost -67.1363386345
Pre-training layer 0, epoch 92, cost -67.220148468
Pre-training layer 0, epoch 93, cost -66.998580265
Pre-training layer 0, epoch 94, cost -66.9463466454
Pre-training layer 0, epoch 95, cost -66.8386161423
Pre-training layer 0, epoch 95, representative training free energy -264.623435623
Pre-training layer 0, epoch 95, validation free energy -237.000050568
Pre-training layer 0, epoch 96, cost -66.821998024
Pre-training layer 0, epoch 97, cost -66.8159553337
Pre-training layer 0, epoch 98, cost -66.8146452713
Pre-training layer 0, epoch 99, cost -66.6276747704
Pre-training layer 1, epoch 0, cost -145.517300606
Pre-training layer 1, epoch 0, representative training free energy -259459.264633
Pre-training layer 1, epoch 0, validation free energy -257826.993211
Pre-training layer 1, epoch 1, cost -110.971093483
Pre-training layer 1, epoch 2, cost -101.744365788
Pre-training layer 1, epoch 3, cost -96.6775087929
Pre-training layer 1, epoch 4, cost -93.1966937256
Pre-training layer 1, epoch 5, cost -90.3805891037
Pre-training layer 1, epoch 5, representative training free energy -326993.002633
Pre-training layer 1, epoch 5, validation free energy -324451.277016
Pre-training layer 1, epoch 6, cost -88.2528020668
Pre-training layer 1, epoch 7, cost -86.6900963402
Pre-training layer 1, epoch 8, cost -85.1228769684
Pre-training layer 1, epoch 9, cost -83.8656663513
Pre-training layer 1, epoch 10, cost -82.9685663605
Pre-training layer 1, epoch 10, representative training free energy -360390.454898
Pre-training layer 1, epoch 10, validation free energy -357652.676141
Pre-training layer 1, epoch 11, cost -82.1834227562
Pre-training layer 1, epoch 12, cost -81.2986351776
Pre-training layer 1, epoch 13, cost -80.4765641022
Pre-training layer 1, epoch 14, cost -79.8557981682
Pre-training layer 1, epoch 15, cost -79.2032655716
Pre-training layer 1, epoch 15, representative training free energy -383344.565328
Pre-training layer 1, epoch 15, validation free energy -380482.218625
Pre-training layer 1, epoch 16, cost -78.776408062
Pre-training layer 1, epoch 17, cost -78.337323246
Pre-training layer 1, epoch 18, cost -77.8090517235
Pre-training layer 1, epoch 19, cost -77.3713430214
Pre-training layer 1, epoch 20, cost -77.1053931999
Pre-training layer 1, epoch 20, representative training free energy -401090.067531
Pre-training layer 1, epoch 20, validation free energy -398158.444516
Pre-training layer 1, epoch 21, cost -76.7167546272
Pre-training layer 1, epoch 22, cost -76.4160154152
Pre-training layer 1, epoch 23, cost -76.0705820274
Pre-training layer 1, epoch 24, cost -75.7164160156
Pre-training layer 1, epoch 25, cost -75.4131872368
Pre-training layer 1, epoch 25, representative training free energy -416942.835203
Pre-training layer 1, epoch 25, validation free energy -413942.387312
Pre-training layer 1, epoch 26, cost -75.0387150002
Pre-training layer 1, epoch 27, cost -74.9672219658
Pre-training layer 1, epoch 28, cost -74.6048359299
Pre-training layer 1, epoch 29, cost -74.4393028259
Pre-training layer 1, epoch 30, cost -74.2530989075
Pre-training layer 1, epoch 30, representative training free energy -429106.491625
Pre-training layer 1, epoch 30, validation free energy -426047.071969
Pre-training layer 1, epoch 31, cost -74.1488980484
Pre-training layer 1, epoch 32, cost -73.8344133759
Pre-training layer 1, epoch 33, cost -73.5969207191
Pre-training layer 1, epoch 34, cost -73.581138649
Pre-training layer 1, epoch 35, cost -73.2814127541
Pre-training layer 1, epoch 35, representative training free energy -440285.944187
Pre-training layer 1, epoch 35, validation free energy -437095.688578
Pre-training layer 1, epoch 36, cost -73.2464280319
Pre-training layer 1, epoch 37, cost -73.1429878807
Pre-training layer 1, epoch 38, cost -72.9499656868
Pre-training layer 1, epoch 39, cost -72.7406401634
Pre-training layer 1, epoch 40, cost -72.6253206444
Pre-training layer 1, epoch 40, representative training free energy -450084.805625
Pre-training layer 1, epoch 40, validation free energy -446932.028406
Pre-training layer 1, epoch 41, cost -72.3194340515
Pre-training layer 1, epoch 42, cost -72.3719996262
Pre-training layer 1, epoch 43, cost -72.1381776619
Pre-training layer 1, epoch 44, cost -72.0629904175
Pre-training layer 1, epoch 45, cost -72.0266599083
Pre-training layer 1, epoch 45, representative training free energy -458244.897859
Pre-training layer 1, epoch 45, validation free energy -455053.201859
Pre-training layer 1, epoch 46, cost -71.888923645
Pre-training layer 1, epoch 47, cost -71.7507269096
Pre-training layer 1, epoch 48, cost -71.7655731583
Pre-training layer 1, epoch 49, cost -71.5080564308
Pre-training layer 1, epoch 50, cost -71.3613092422
Pre-training layer 1, epoch 50, representative training free energy -466861.023094
Pre-training layer 1, epoch 50, validation free energy -463653.586859
Pre-training layer 1, epoch 51, cost -71.3543525314
Pre-training layer 1, epoch 52, cost -71.2824426079
Pre-training layer 1, epoch 53, cost -71.172991724
Pre-training layer 1, epoch 54, cost -71.1826001358
Pre-training layer 1, epoch 55, cost -70.8364577293
Pre-training layer 1, epoch 55, representative training free energy -474304.170094
